"table s13: trends in victim satisfaction with the police, year ending december 1992 to year ending march 2019 csew1,2",unnamed: 1,unnamed: 2,unnamed: 3,unnamed: 4,unnamed: 5,unnamed: 6,unnamed: 7,unnamed: 8,unnamed: 9,unnamed: 10,unnamed: 11,unnamed: 12,unnamed: 13,unnamed: 14,unnamed: 15,unnamed: 16,unnamed: 17,unnamed: 18,unnamed: 19,unnamed: 20,unnamed: 21,unnamed: 22,unnamed: 23,age_band
England and Wales,,,,,,,,,,,,,,,,,,,,,,,Adults aged 16 and over,unknown
,Jan '92 to Dec '92,Jan '94 to Dec '94,Jan '96 to Dec '96,Jan '98 to Dec '98,Jan '00 to Dec '00,Apr '02 to Mar '033,Apr '03 to Mar '04,Apr '04 to Mar '05,Apr '05 to Mar '06,Apr '06 to Mar '07,Apr '07 to Mar '08,Apr '08 to Mar '09,Apr '09 to Mar '10,Apr '10 to Mar '11,Apr '11 to Mar '12,Apr '12 to Mar '13,Apr '13 to Mar '14,Apr '14 to Mar '15,Apr '15 to Mar '16,Apr '16 to Mar '17,Apr '17 to Mar '18,Apr '18 to Mar '19,Apr '18 to Mar '19  compared with:,unknown
,,,,,,,,,,,,,,,,,,,,,,,Apr '17 to Mar '18,unknown
,Percentage of incidents in which victims were:,,,,,,,,,,,,,,,,,,,,,,Statistically significant difference4,unknown
Very satisfied,30,32,28,26,24,25.151185922649972,23.07829654520406,24.24482525725623,22.912760945329723,23.55259730059975,25.41814561663391,30.023522222810758,36.59059871121928,37.597191186803414,37.27120962456541,38.22701819331531,42.349611864355744,39.9853245297642,39.876229404673516,37.831959828094405,33.60259524179505,35.024169945379356,,unknown
Fairly satisfied,37,36,38,39,35,34.34962481173361,35.0461725874934,33.654538161913884,34.93794415272041,34.7564838725819,33.28717121016516,33.798709787276735,32.11848179790875,32.45263936250221,34.138323949972445,35.28455794886586,31.77952985670377,32.40625776003896,31.39209556109202,30.581761591486977,33.43617677731958,30.642113775466868,,unknown
Not satisfied,33,32,34,35,41,40.49918926561641,41.875530867302544,42.10063658082988,42.14929490194986,41.69091882681827,41.29468317320091,36.17776798991252,31.290919490872085,29.95016945069441,28.590466425462203,26.48842385781891,25.870858278940464,27.608417710196832,28.73167503423445,31.586278580418636,32.96122798088536,34.33371627915378,,unknown
Unweighted base - number of incidents,2552,4344,4232,3119,3565,4881,4771,5057,5270,5347,4758,4769,4385,4435,4283,2937,2562,2289,2310,2155,2125,2110,,unknown
Source: Office for National Statistics - Crime Survey for England and Wales,,,,,,,,,,,,,,,,,,,,,,,,unknown
"1. A small change to the weighting procedure has been incorporated into all historic datasets. The effect of this change will only have a negligible impact on the estimates in this table and therefore historic data have not been re-calculated using the new weights, except where direct comparisons have been made between years.",,,,,,,,,,,,,,,,,,,,,,,,unknown
2. This question is asked of all victims of crime (excluding fraud and computer misuse) who reported that they informed the police of the matter.,,,,,,,,,,,,,,,,,,,,,,,,unknown
3. Data not available for year ending March 2002.,,,,,,,,,,,,,,,,,,,,,,,,unknown
"4. Statistically significant change at the 5% level is indicated by an asterisk. For more information on statistical significance, see Chapter 8 of the User Guide. ",,,,,,,,,,,,,,,,,,,,,,,,unknown
